"ID","Binomial","Replicate","Class","Order","Family","Genus","Species","Subspecies","Common_name","Location","Latitude","Longitude","System","Units","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","FBname","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","SpecCode","Troph","seTroph","TrophObserved","Median_T","lcl_T","ucl_T","n_T"
3822,"Oncorhynchus_tshawytscha",0,"Fish","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","NULL","Chinook","KAOUK RIVER",50.065599,-127.10848,"Freshwater","Adult Natual Spawners","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","266","219","558","824","453","105","409","251","358","301","488","NULL","193","264","550","185","302","223","240","192","331","370","605","420","NULL","NULL","Chinook salmon",86798,9,4,150,"TL",NA,NA,"70","TL",NA,NA,"0",375,58426,NA,NA,NA,"244",4.40000009536743,0.660000026226044,TRUE,NA,NA,NA,NA
3832,"Ophiodon_elongatus",0,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20713.8","NULL","NULL","38084.90909","NULL","NULL","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3833,"Ophiodon_elongatus",1,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","38553.43485","48089.17879","49449.13511","NULL","24375.07033","NULL","31116.82519","NULL","NULL","NULL","37948.8507","NULL","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3834,"Ophiodon_elongatus",1,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2727941.324","NULL","1885580.019","NULL","620873.7204","NULL","1110011.923","NULL","617194.9234","NULL","1034669.833","NULL","1291528.329","NULL","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3835,"Ophiodon_elongatus",0,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15","4","3","1","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3836,"Ophiodon_elongatus",0,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","2","2","2","NULL","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3837,"Ophiodon_elongatus",1,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","Hecate Straight",53.17,-130.82,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","196297.28","NULL","241627.93","NULL","244684.46","NULL","372581.86","NULL","95123.13","NULL","106099.44","NULL","189838.2","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3838,"Ophiodon_elongatus",1,"Fish","Scorpaeniformes","Hexagrammidae","Ophiodon","elongatus","NULL","Lingcod","Queen Charlotte Sound",51.85732,-128.86062,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","712163.8767","687406.3614","522044.1338","NULL","552804.5075","NULL","712225.6862","NULL","673781.5488","NULL","476826.9336","NULL","372966.3302","NULL","586189.1914","NULL","NULL","NULL","Lingcod",2850,25,NA,152,"TL",NA,NA,NA,NA,NA,NA,"0",475,6793,NA,NA,NA,"509",4.53000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
3876,"Osmerus_mordax",0,"Fish","Osmeriformes","Osmeridae","Osmerus","mordax","NULL","Atlantic rainbow smelt","Prince Edward Island National Park",46.416091,-63.074093,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.000914746","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.000399968","0.000644558","NULL","0.001565582","NULL","NULL","NULL","Rainbow smelt",86838,7,NA,35.5999984741211,"TL",NA,NA,NA,NA,NA,NA,"0",425,58426,NA,150,96339,"253",3.45000004768372,0.430000007152557,FALSE,NA,NA,NA,NA
3883,"Oxylebius_pictus",0,"Fish","Scorpaeniformes","Hexagrammidae","Oxylebius","pictus","NULL","Painted greenling","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","1","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Painted greenling",2850,8,NA,25,"TL",NA,NA,NA,NA,NA,NA,"0",49,2850,NA,NA,NA,"4036",3.42000007629395,0.419999986886978,TRUE,NA,NA,NA,NA
3884,"Oxylebius_pictus",0,"Fish","Scorpaeniformes","Hexagrammidae","Oxylebius","pictus","NULL","Painted greenling","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","1","4","9","NULL","NULL","NULL","NULL","Painted greenling",2850,8,NA,25,"TL",NA,NA,NA,NA,NA,NA,"0",49,2850,NA,NA,NA,"4036",3.42000007629395,0.419999986886978,TRUE,NA,NA,NA,NA
3892,"Parophrys_vetulus",1,"Fish","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus","NULL","English sole","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1617831.944","NULL","1071123.254","NULL","1091267.1","NULL","1619994.559","NULL","1151668.818","NULL","2162413.834","NULL","2005563.228","NULL","NULL","NULL","NULL","English sole",30193,22,NA,49,"TL","57","TL","33","TL",NA,NA,"0",550,6793,NA,NA,NA,"4248",3.39000010490417,0.46000000834465,TRUE,4.5,NA,NA,2
3893,"Parophrys_vetulus",1,"Fish","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus","NULL","English sole","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4616.267504","2576.340698","4441.230996","NULL","2253.173753","NULL","2439.192629","NULL","NULL","NULL","5053.178203","NULL","NULL","NULL","NULL","English sole",30193,22,NA,49,"TL","57","TL","33","TL",NA,NA,"0",550,6793,NA,NA,NA,"4248",3.39000010490417,0.46000000834465,TRUE,4.5,NA,NA,2
3894,"Parophrys_vetulus",1,"Fish","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus","NULL","English sole","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4833902.486","NULL","NULL","1201143.591","NULL","NULL","NULL","NULL","NULL","English sole",30193,22,NA,49,"TL","57","TL","33","TL",NA,NA,"0",550,6793,NA,NA,NA,"4248",3.39000010490417,0.46000000834465,TRUE,4.5,NA,NA,2
3936,"Platichthys_stellatus",1,"Fish","Pleuronectiformes","Pleuronectidae","Platichthys","stellatus","NULL","Starry flounder","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","368613.1429","NULL","NULL","199723","NULL","NULL","NULL","NULL","NULL","Starry flounder",30193,24,NA,91,"TL",NA,NA,"57.5","TL",NA,NA,"0",375,6793,NA,NA,NA,"4249",3.57999992370605,0.112999998033047,TRUE,5.69999980926514,NA,NA,1
3963,"Pleuronichthys_decurrens",1,"Fish","Pleuronectiformes","Pleuronectidae","Pleuronichthys","decurrens","NULL","Curlfin sole","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","47183.42046","NULL","9852.594046","NULL","32441.31972","NULL","12124.26276","NULL","45145.6512","NULL","9631.229145","NULL","41805.8747","NULL","NULL","NULL","NULL","Curlfin sole",2850,NA,NA,37,"TL",NA,NA,NA,NA,NA,NA,"8",533,6885,20,NA,27436,"4252",3.84999990463257,0.550000011920929,TRUE,NA,NA,NA,NA
3994,"Pollachius_virens",1,"Fish","Gadiformes","Gadidae","Pollachius","virens","NULL","Pollock","Eastern Component",43.2532,-65.50048,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13654","22190","15754","NULL","NULL","NULL","NULL","Saithe",1371,25,NA,130,"TL",NA,NA,"60","TL",NA,NA,"37",364,5951,NA,NA,NA,"1343",4.30999994277954,0.351000010967255,TRUE,7.30000019073486,5.59999990463257,11,12
3995,"Pollachius_virens",0,"Fish","Gadiformes","Gadidae","Pollachius","virens","NULL","Pollock","Georges Bank",41.721127,-65.910905,"Marine","Biomass indices (tonnes)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1591","168","363","NULL","NULL","NULL","Saithe",1371,25,NA,130,"TL",NA,NA,"60","TL",NA,NA,"37",364,5951,NA,NA,NA,"1343",4.30999994277954,0.351000010967255,TRUE,7.30000019073486,5.59999990463257,11,12
3996,"Pollachius_virens",1,"Fish","Gadiformes","Gadidae","Pollachius","virens","NULL","Pollock","Western Component",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9752","5199","32192","NULL","NULL","NULL","NULL","Saithe",1371,25,NA,130,"TL",NA,NA,"60","TL",NA,NA,"37",364,5951,NA,NA,NA,"1343",4.30999994277954,0.351000010967255,TRUE,7.30000019073486,5.59999990463257,11,12
4005,"Porichthys_notatus",1,"Fish","Batrachoidiformes","Batrachoididae","Porichthys","notatus","NULL","Plainfin midshipman","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","223521.8571","NULL","NULL","156166","NULL","NULL","NULL","NULL","NULL","Plainfin midshipman",2850,NA,NA,38,"TL",NA,NA,NA,NA,NA,NA,"0",366,2850,NA,NA,NA,"3071",4.03999996185303,0.670000016689301,TRUE,NA,NA,NA,NA
4099,"Pseudopleuronectes_americanus",1,"Fish","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","americanus","NULL","Winter Flounder","4X",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2673","6250","4760","NULL","NULL","NULL","NULL","Winter flounder",27549,14,1,64,"TL",NA,NA,NA,NA,NA,NA,"5",143,5951,NA,NA,NA,"524",3.61999988555908,0.0769999995827675,TRUE,3.5,2.59999990463257,4.19999980926514,20
4100,"Pseudopleuronectes_americanus",1,"Fish","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","americanus","NULL","Winter Flounder","4VW",43.43761069,-57.69088789,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","431","1366","299","NULL","NULL","NULL","NULL","Winter flounder",27549,14,1,64,"TL",NA,NA,NA,NA,NA,NA,"5",143,5951,NA,NA,NA,"524",3.61999988555908,0.0769999995827675,TRUE,3.5,2.59999990463257,4.19999980926514,20
4167,"Pungitius_pungitius",0,"Fish","Gasterosteiformes","Gasterosteidae","Pungitius","pungitius","NULL","Ninespine stickleback","Prince Edward Island National Park",46.416091,-63.074093,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.000524521","0.000534131","NULL","NULL","0.000263096","NULL","NULL","NULL","0.001584284","0.000626233","NULL","NULL","NULL","Ninespine stickleback",5723,5,NA,9,"TL",NA,NA,"6.5","NG",NA,NA,"0",110,58426,70,77,1998,"3273",3.3199999332428,0.0949999988079071,TRUE,NA,NA,NA,NA
4168,"Pungitius_pungitius",0,"Fish","Gasterosteiformes","Gasterosteidae","Pungitius","pungitius","NULL","Ninespine stickleback","Prince Edward Island National Park",46.416091,-63.074093,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.00109505","0.001599403","0.001323837","0.001460814","NULL","0.00452796","0.003483217","0.001252427","NULL","NULL","NULL","Ninespine stickleback",5723,5,NA,9,"TL",NA,NA,"6.5","NG",NA,NA,"0",110,58426,70,77,1998,"3273",3.3199999332428,0.0949999988079071,TRUE,NA,NA,NA,NA
4175,"Raja_rhina",1,"Fish","Rajiformes","Rajidae","Raja","rhina","NULL","Longnose skate","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","698560.5618","NULL","524286.524","NULL","591607.8914","NULL","478045.8342","NULL","334825.5777","NULL","325216.888","NULL","308284.474","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
