ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2777,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 3N,45.11471131,-49.95688624,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.055555556,0.259259259,NULL,0.166666667,NULL,NULL,NULL,NULL,0.042553191,0.03030303,0.096774194,NULL,0.029411765,0.029411765,0.011627907,0.016949153,0.021276596,0.017241379,0.052631579,0.011235955,0.017241379,NULL,0.033333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2778,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 3O,44.68377883,-52.78238297,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.214438515,NULL,NULL,NULL,NULL,0.121212121,NULL,0.018518519,NULL,0.009259259,NULL,NULL,NULL,NULL,NULL,0.007194245,NULL,0.006711409,NULL,0.006896552,0.016393443,0.005181347,0.014492754,0.0125,0.014492754,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2779,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 3Ps,46.03458383,-55.99580924,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.043478261,1.227272727,0.087628866,NULL,NULL,0.109756098,0.00591716,0.197916667,0.019495413,NULL,0.026785714,0.011049724,NULL,NULL,NULL,0.010638298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2780,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 4Vn,46.44191714,-59.34894137,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.841003846,NULL,NULL,NULL,NULL,NULL,0.304919893,NULL,0.040178571,0.350851393,0.094736833,0.481654333,NULL,NULL,0.463235308,NULL,0.385061917,0.36182664,NULL,0.414634146,0.071765621,0.05454545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2781,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 4Vs,43.43761069,-57.69088789,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.032258065,NULL,0.403565061,0.501548344,0.048931512,NULL,NULL,0.10150375,NULL,0.538355398,0.062823795,0.055172414,0.317323603,0.083914493,0.427620034,0.017946169,0.044659442,0.036446718,0.040369098,0.137365138,0.098856222,0.172699885,0.231037158,1.240773155,0.158572463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2782,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 4W,42.86687747,-61.18130929,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.453012042,0.1625,0.350625706,0.521203023,0.446966938,0.84774542,0.309960348,0.349655765,0.699792435,0.120062539,0.209076993,0.247742684,0.19190944,0.162361897,0.251337757,0.086169593,0.361776729,0.269121299,0.324755533,0.461887278,0.333129734,0.450867285,0.170423308,0.259311816,0.317479806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2783,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 4X,42.72956311,-65.0988351,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.247438696,0.22379978,0.709404543,0.81316566,1.329900404,1.127271592,0.431415673,1.355019939,1.476305375,0.284059922,0.687568575,0.893141623,0.820051254,0.868897185,0.885779351,0.814136928,0.849670197,0.772388438,1.106041246,1.282584076,0.829962551,0.910404221,1.968782164,1.423783182,1.676773691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2784,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 5Y,44.26602876,-67.06471654,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,NULL,0.45,NULL,NULL,0.501548,NULL,NULL,1.440789333,NULL,1.333333333,0.802941167,0.473684,9.333333333,1.5,0.529412,NULL,2.5735295,5.461300333,3.366666667,NULL,6.157894667,5.934066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2785,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,NAFO 5Ze,41.62750249,-66.21484739,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.090909111,NULL,NULL,NULL,0.546094941,NULL,1.945457688,1.706801563,1.793733962,2.541384246,2.2805382,4.482259667,1.237967932,2.54595337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2786,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean pout,"Southern Gulf of St. Lawrence, NAFO 4T",47,-63,Marine,Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.070666245,0.235396247,0.540613363,0.075130379,0.109583447,NULL,0.165828882,0.172888995,0.027311847,0.029945366,0.078150058,0.764890571,0.238903438,0.037747509,0.048628535,0.087296378,0.465997161,0.140528228,0.151353506,0.07659515,0.033223053,0.119224266,0.033206233,0.044535725,0.090077304,0.039855019,0.083103717,0.054234109,0.112290385,0.026971657,0.201426164,0.023521592,0.000699964,0.005862999,0.019987465,0.027571942,0.021175834,0.003518908,0.034341839,0.002788718,0.004321832,0.014498882,0.011219241,0.007259442,0.011482579,0.001968752,NULL,NULL,NULL,NULL
2787,Zoarces_americanus,1,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4VW,44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,341497.08,111457.963,513776.443,887901.443,419027.865,541355.439,335737.302,634668.646,1096248.98,148700.066,743866.17,538820.693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2788,Zoarces_americanus,1,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4VW,44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,558846.402,509193.349,570692.787,152337.603,350524.993,514572.781,520186.243,547478.03,455480.256,341187.946,182364.099,161347.151,107589.384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2789,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4VW,44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217599.719,81540.8263,108027.403,131509.587,401609.998,56070.4271,88774.1668,30102.8412,37813.9924,63320.0302,37984.3932,45168.6306,73334.607,18205.582,26639.8889,47040.084,221265.785,8649.79305,6348.91446,11287.4584,1012.00441,8269.44026,NULL,NULL,NULL,NULL
2790,Zoarces_americanus,1,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4X,43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,164320.574,290763.171,523729.049,687716.227,558686.314,678531.981,216883.451,695864.486,807370.834,598489.48,565169.767,982700.786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2791,Zoarces_americanus,1,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4X,43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929503.666,758675.073,406056.446,655517.74,1281893.95,486283.5,465823.071,597528.995,952557.584,1227694.1,1587130.03,1129291.24,957751.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2792,Zoarces_americanus,0,Actinopterygii,Perciformes,Zoarcidae,Zoarces,americanus,,Ocean Pout,NAFO 4X,43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2300024.99,1009354.23,613521.36,866650.5,542265.325,347421.651,227738.508,365139.217,149246.937,171063.366,340009.018,288804.128,411664.059,208201.075,222747.791,173747.133,457816.339,395914.365,164016.544,58742.5217,152595.888,138899.272,NULL,NULL,NULL,NULL
2793,Gadus_ogac,0,Actinopterygii,Gadiformes,Gadidae,Gadus,ogac,,Greenland cod,"Southern Gulf of St. Lawrence, NAFO 4T",47,-63,Marine,Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0820831,0.042423162,0.077611139,0.211905953,0.236116994,0.502462679,0.50364274,NULL,0.199092587,0.455095035,0.132708224,0.331680783,0.014196844,0.026152698,0.051910321,0.006724284,0.003454881,0.014890673,0.159328041,0.168525673,0.155994444,0.194132378,0.242961387,0.238061254,0.387312446,0.183540486,0.228421593,0.209191366,0.118984816,0.064903148,0.12095013,0.143904392,0.078423222,0.14988334,0.108292233,0.062657838,0.083679284,0.085963675,0.05497519,0.0495632,0.066901154,0.036557569,0.018591206,0.060223347,0.048096351,0.037300149,NULL,NULL,NULL,NULL
2794,Gadus_ogac,0,Actinopterygii,Gadiformes,Gadidae,Gadus,ogac,,Greenland cod,NAFO 2H,56.47753448,-56.76630906,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.046875,0.04,NULL,0.060240964,NULL,1,NULL,NULL,0.052631579,NULL,0.008474576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2795,Gadus_ogac,0,Actinopterygii,Gadiformes,Gadidae,Gadus,ogac,,Greenland cod,NAFO 2J,53.91049179,-53.8645951,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.2045455,2.171875,0.398319328,0.170731707,0.04950495,0.083333333,0.141509434,0.240506329,0.174618321,0.087378641,0.149253731,0.036363636,0.063829787,0.064516129,0.11484375,0.008695652,NULL,NULL,NULL,0.009708738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2796,Gadus_ogac,0,Actinopterygii,Gadiformes,Gadidae,Gadus,ogac,,Greenland cod,NAFO 4S,49.65203712,-62.06790167,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.028301887,0.024489796,NULL,NULL,NULL,0.011111111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.006837608,NULL,NULL,0.058479537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2797,Gadus_ogac,0,Actinopterygii,Gadiformes,Gadidae,Gadus,ogac,,Greenland cod,NAFO 4Vn,46.44191714,-59.34894137,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.075630286,0.109090909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.035789467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2798,Esox_masquinongy,0,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,,Muskellunge,Ontario,49.25,-84.499722,Freshwater,CPUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.06,0.04,0.044,0.056,0.041,0.041,0.047,0.033,0.032,0.046,0.045,0.072,0.059,0.061,0.071,0.075,0.063,0.097,0.105,0.085,0.059,0.095,0.119,0.064,0.092,0.065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2799,Eumetopias_jubatus,0,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,,Steller sea lion,British Columbia sites,53.64972,-130.7925,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4889,NULL,4039,NULL,NULL,NULL,5219,NULL,NULL,NULL,NULL,4726,NULL,NULL,NULL,NULL,6122,NULL,NULL,NULL,NULL,7378,NULL,8104,NULL,NULL,NULL,9818,NULL,NULL,12121,NULL,NULL,NULL,NULL,17042,NULL,16583,NULL,18833,NULL,NULL,22135,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2800,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,"Antigonish, Nova Scotia",45.68314,-61.87121,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,773,2,1,12,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2801,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,"Bouctouche, New Brunswick",46.475972,-64.710486,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2802,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,"Cape Jourimain, New Brunswick",46.136433,-63.802767,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,1,NULL,NULL,NULL,269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2803,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,"Cocagne, New Brunswick",46.34102,-64.573724,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2804,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Eel Ground,46.98624,-65.57426,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,64,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2805,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Mabou,46.07815,-61.455567,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,2,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2806,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Miramichi,46.99527778,-65.56277778,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,459,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2807,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Pictou,45.67583,-62.74132,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,631,NULL,14,NULL,1,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2808,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Pokemouche,47.67109,-64.8083,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2583,1858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2809,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Richibouctou,46.665292,-64.861867,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,1,NULL,399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2810,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,"St-Louis de Kent, New Brunswick",46.75123,-64.951922,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231,592,48,217,217,102,662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2811,Fundulus_diaphanus,0,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,,Banded killifish,Tracadie,47.473463,-64.873712,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
