ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,FBname,SpecCode,SpeciesRefNo,LongevityWild,AgeMax,LongevityCaptive,Length,LTypeMaxM,LengthFemale,LTypeMaxF,CommonLength,LTypeComM,CommonLengthF,LTypeComF,Weight,WeightFemale,MaxWeightRef,Median_T,lcl_T,ucl_T,n_T,Herbivory2,DietTroph,DietSeTroph,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,Troph,seTroph,TrophObserved,MaxLength_TLonly
3147,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4S",49.65203712,-62.06790167,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.071428571,0.15,NULL,NULL,NULL,0.043739283,0.044897959,0.113636364,NULL,NULL,0.151851856,0.116666669,0.132646691,0.131618201,0.113119139,0.132575761,0.18352491,0.056962025,0.052136754,0.00862069,0.01435185,0.056140368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3148,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4T",47.63768534,-63.7280474,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.036144578,NULL,NULL,0.037974684,0.053201917,0.048203481,0.05228979,0.025609756,0.057994655,NULL,NULL,0.012808351,0.025207284,0.010884355,0.005374741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3149,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4Vn",46.44191714,-59.34894137,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.036734714,0.047619056,NULL,0.031034483,NULL,0.075630286,0.033333333,NULL,0.048128364,0.034482759,0.087912077,0.052173913,0.078703708,NULL,0.035294133,0.12195122,NULL,0.013698633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3150,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4Vs",43.43761069,-57.69088789,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.032258065,0.211111111,0.13779903,0.3439435,0.077044488,0.414130839,0.527618667,0.511029429,0.351921,0.407829229,0.478408192,0.53150508,0.440341484,0.33784572,0.322177172,0.179960136,0.273065032,0.451559049,0.362024235,0.365497754,0.321997569,0.706165179,0.403657132,0.317742095,0.326616146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3151,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4W",42.86687747,-61.18130929,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21566738,0.1475,0.191470882,0.292986442,0.242892167,0.48587334,0.526828826,0.325541608,0.570865904,0.902985149,0.332156879,0.596845276,0.42634227,0.333046118,0.235757507,0.156512615,0.327175907,0.403130639,0.439046224,0.467047981,0.290400324,0.647039016,0.325149009,0.347098296,0.247475612,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3152,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 4X",42.72956311,-65.0988351,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.229315304,0.628325951,0.242973413,0.269736617,0.648332277,0.529545816,0.613729192,1.942702531,0.74791875,0.778738539,0.755569284,0.582850877,0.45955268,0.305347324,0.284147196,0.157631045,0.250229261,0.156972933,0.399508696,0.450810364,0.62755758,0.35970225,0.350872448,0.306256803,0.242595529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3153,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 5Y",44.26602876,-67.06471654,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,0.75,NULL,NULL,NULL,NULL,0.333333333,NULL,NULL,NULL,NULL,0.315789333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3154,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"NAFO 5Ze",41.62750249,-66.21484739,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,NULL,NULL,NULL,0.313693647,NULL,NULL,0.132353,0.039955623,0.112982737,0.130614982,0.105392167,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3155,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut,"Southern Gulf of St. Lawrence, NAFO 4T",47,-63,Marine,Average Biomass (kg) per standard tow (ie. 1.75 nautical mile tow),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.228343647,NULL,NULL,NULL,0.08745721,0.043689465,0.035767706,0.064330993,1.204703981,NULL,NULL,0.182805144,0.662968817,0.012687078,0.003429957,0.027740501,0.062473312,0.030533707,0.148988542,0.128102539,0.1832418,0.346090695,0.631497571,0.324407194,0.381781937,0.262071052,0.612724558,0.671131214,0.416568939,0.455001088,1.303636721,2.346185004,2.036918889,2.034246235,1.436341747,2.253702525,3.141300899,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3156,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,604487.38,699239.398,531467.535,832105.59,824192.195,820796.59,2639131.38,1188291.36,2326943.96,3527725.28,2740221,3037882.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3157,Hippoglossus_hippoglossus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2591292.2,873421.03,2620188.18,1068545.45,877899.065,1371160.44,772106.127,3115107.79,1292560.65,2072648.56,2358904.97,2666492.41,1592383.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3158,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4VW",44.19795,-61.56738,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1819061.21,1260912.16,1126153.81,1149847.84,925962.736,612610.106,911672.248,2495464.99,1041721.79,1709881.56,3603717.86,3418040.14,4571058.43,3275476.46,4077073.61,4604501.43,3511213.77,4924833.96,6368354.11,5642020.02,5688606.89,7214498.83,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3159,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,942592.347,260711.577,649299.528,266165.014,817894.074,423123.634,718715.98,2550923.72,1931143.14,1444845.43,1793435.5,2293640.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3160,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1942765.06,2392918.23,2541642.29,444635.14,504782.305,334214.686,2392133.69,483148.565,449506.968,557286.761,2065913.57,919501.431,541475.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3161,Hippoglossus_hippoglossus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NA,Halibut(Atlantic),"NAFO 4X",43.2532,-65.50048,Marine,Biomass (Kg),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213270.13,529569.154,962648.617,1229439.18,567481.961,921123.301,1104081.26,1711277.75,773796.278,1163242.56,868893.655,1040032.23,2993699,2139036.82,2371082.35,3672828.87,3268421.39,2759884.6,2287988.02,2889193.4,5101064.45,4287095.49,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3162,Hippoglossus_hippoglossus,1,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,NULL,Atlantic halibut,3NOPs4VWX5Zc,42.86687747,-61.18130929,Marine,Biomass (t),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8530,10789,11501,NULL,NULL,NULL,NULL,Atlantic halibut,1371,4705,50,50,NA,470,TL,300,TL,NA,NA,NA,NA,320000,NA,7251,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4,0.454,Troph of juv./adults from 4 studies.,13655,4.28,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4,0.453999996185303,TRUE,470
3163,Hippoglossus_stenolepis,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NA,Pacific halibut,"Hecate Strait, British Columbia",53.166667,-130.833333,Marine,Biomass index (kg per hour),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.5,NULL,NULL,33.4,NULL,40.2,NULL,68.7,NULL,71.1,NULL,36.2,63.3,NULL,51.5,NULL,33.9,NULL,27.2,37.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3164,Hippoglossus_stenolepis,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NA,Pacific halibut,"Queen Charlotte Sound, British Columbia",51.85732,-128.86062,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.019187312,0.032105932,0.031499095,NULL,0.036528144,NULL,0.024262929,NULL,0.019067773,NULL,0.039476245,NULL,0.028753588,NULL,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3165,Hippoglossus_stenolepis,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NA,Pacific halibut,"Hecate Strait, British Columbia",53.17,-130.82,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.078326942,NULL,0.028809273,NULL,0.046850868,NULL,0.103535893,NULL,0.104103304,NULL,0.096056642,NULL,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3166,Hippoglossus_stenolepis,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NA,Pacific halibut,"West Coast Vancouver Island, British Columbia",49.31,-126.78,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.018292789,NULL,0.052852934,NULL,0.018453195,NULL,0.02090156,NULL,0.020482171,NULL,0.029234127,NULL,0.038701277,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3167,Hippoglossus_stenolepis,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NA,Pacific halibut,"Haida Gwaii, British Columbia",52,-132,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.006191963,0.008137765,0.005972976,NULL,0.005636319,NULL,0.018747678,NULL,0.011913232,NULL,0.011097801,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3168,Hippoglossus_stenolepis,1,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NULL,Pacific halibut,West Coast Vancouver Island,49.31,-126.78,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,909893.433,NULL,1339222.153,NULL,518015.5455,NULL,545449.317,NULL,563304.0814,NULL,841030.1452,NULL,1094037.792,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
3169,Hippoglossus_stenolepis,1,Fish,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,NULL,Pacific halibut,West Coast Haida Gwaii,53.135067,-132.70632,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46692.29023,46711.91921,40722.93977,NULL,22944.28527,NULL,102918.8212,NULL,NULL,NULL,59519.49824,NULL,NULL,NULL,NULL,Pacific halibut,514,2850,55,55,NA,258,TL,267,TL,NA,NA,NA,NA,363000,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.14,0.236,Troph of juv./adults from 7 studies.,37513,3.92,0.68,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.1399998664856,0.236000001430511,TRUE,258
